Unnamed: 0,ajb9b3,ajdqnf,amsh7c,bay6g7,cjdk88,ctkbn4,dlokv6,dsdxd8,dtqb7d,elnfhc,habc8,hemmb2,hmnhx4,hnldm2,jac345,jahq76,jdf5g4,jfk535,jhgn9c,jkn7fc,jlgwxc,jlkm94,jmd5h8,jrrgxf,kab5zb,kah89f,kdcncc,kedgm9,krh5f5,lms8m4,lpnb79,mjpg95,mmg9n6,mtf7w2,mwwcn6,ngtp8b,nhm2p3,njd5zf,nm8c7,oro26b,pecxc9,pt7td,rrg3md,sanfz9,sbpc42,smdvw5,tah5z2,tcdzb7,tjdpzd,tlgdq9,vvmmvd,wahbf,wgocnc,zws2p8
jlgwxc,No (0.0),Yes (0.917594),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.95925),Yes (0.445316),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.9934149999999999),No (0.0),No (0.0),Yes (0.5),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.494325),No (0.0),No (0.0),No (0.0),Yes (0.491216),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.998057),No (0.0),No (0.0),No (0.0)
jlkm94,No (0.007238),Yes (0.134917),Yes (0.104673),Yes (0.132937),No (0.0),Yes (0.9224530000000001),No (0.0),Yes (0.762409),No (0.001568),No (0.026691000000000003),No (0.0),No (1.8e-05),Yes (0.994317),Yes (0.9993139999999999),Yes (0.41322600000000004),No (0.0),No (0.009438),Yes (0.533451),No (0.0009140000000000001),Yes (0.14034000000000002),Yes (0.9996700000000001),Yes (0.5),No (0.00034700000000000003),Yes (0.8937639999999999),Yes (0.092137),Yes (0.9174540000000001),Yes (0.744067),Yes (0.8413950000000001),No (0.010731000000000001),No (0.0009609999999999999),No (0.0),No (0.025347),No (0.0),No (0.0),Yes (0.9731790000000001),No (0.0),Yes (0.328984),Yes (0.585962),No (0.03493),Yes (0.8832899999999999),Yes (0.924826),No (0.0),No (0.0046619999999999995),Yes (0.228032),No (3e-06),No (0.0),Yes (0.816497),Yes (0.823313),Yes (0.287883),Yes (0.667079),Yes (0.050026999999999995),No (0.000165),No (0.003247),No (0.0)
jmd5h8,Yes (0.9988549999999999),Yes (0.999999),Yes (0.810304),Yes (0.41187399999999996),No (0.00019099999999999998),Yes (0.976295),Yes (0.552573),Yes (1.0),Yes (0.11723499999999999),Yes (1.0),No (0.00019099999999999998),Yes (0.678348),Yes (1.0),Yes (1.0),Yes (0.927974),No (0.00019099999999999998),Yes (0.727617),Yes (1.0),Yes (0.435258),Yes (0.5604210000000001),Yes (1.0),Yes (0.9998600000000001),Yes (0.5),Yes (0.9914569999999999),Yes (0.9757790000000001),Yes (0.994864),Yes (0.744371),Yes (1.0),Yes (0.28370700000000004),Yes (0.164017),No (0.027387),Yes (0.871451),No (0.009709),No (0.00019099999999999998),Yes (1.0),No (0.00019099999999999998),Yes (0.976664),Yes (1.0),Yes (0.999985),Yes (1.0),Yes (0.9441729999999999),Yes (0.163226),Yes (0.9617760000000001),Yes (1.0),No (0.033285),Yes (0.07531900000000001),Yes (0.997659),Yes (0.9775739999999999),Yes (0.9336690000000001),Yes (1.0),Yes (0.999991),Yes (0.26286),Yes (0.999597),No (0.002918)
jrrgxf,No (0.044683),No (0.000677),No (0.0),No (0.0),No (0.0),Yes (0.191221),No (0.0),No (0.00018999999999999998),No (0.00037400000000000004),No (0.041366),No (0.0),No (0.0),No (1e-06),No (0.027042),No (0.011584),No (0.0),No (0.0),No (0.009169),No (0.0),No (0.0),Yes (0.212799),No (1e-06),No (0.0),Yes (0.5),No (0.00018700000000000002),No (1.8e-05),No (1e-06),No (0.010829),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (8e-06),No (0.0),No (0.0),No (1.3000000000000001e-05),No (0.0009310000000000001),No (7.6e-05),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.000304),No (3.4e-05),No (9.9e-05),No (0.000354),No (0.00015),No (0.0),No (0.0),No (0.0)
kab5zb,Yes (0.460054),No (0.00062),No (0.007089),No (0.001245),No (0.0),No (0.022747999999999997),No (0.004071),Yes (0.087988),No (0.0),Yes (0.057426),No (0.0),No (0.000147),Yes (0.158614),Yes (0.782511),No (0.016507),No (0.0),No (0.004866),Yes (0.798542),No (0.000139),No (5.3e-05),Yes (0.9770479999999999),Yes (0.138152),No (2e-06),Yes (0.168122),Yes (0.5),Yes (0.9074409999999999),Yes (0.25708000000000003),No (0.005729),No (0.0035380000000000003),No (0.001117),No (0.0),No (0.009729999999999999),No (0.0),No (0.0),Yes (0.624905),No (0.0),No (0.001387),Yes (0.9031049999999999),No (0.000225),Yes (0.058645),Yes (0.9810190000000001),No (0.0),Yes (0.109589),Yes (0.28525500000000004),No (2.5e-05),No (5e-06),Yes (0.991691),Yes (0.07092000000000001),Yes (0.402863),Yes (0.369471),No (6.2e-05),No (0.00064),Yes (0.218861),No (0.0)
kah89f,Yes (0.9999819999999999),Yes (0.9103389999999999),Yes (0.986575),Yes (0.911487),No (0.013702),Yes (0.888541),Yes (0.976191),Yes (0.974355),Yes (0.614324),Yes (0.953781),No (0.013702),Yes (0.985441),Yes (0.972611),Yes (0.9877670000000001),Yes (0.9996940000000001),No (0.013702),Yes (0.9919399999999999),Yes (0.9999879999999999),Yes (0.350966),Yes (0.9594290000000001),Yes (0.7149220000000001),Yes (0.9697450000000001),Yes (0.939515),Yes (0.997656),Yes (0.9988739999999999),Yes (0.5),Yes (0.919111),Yes (0.9996149999999999),Yes (0.815226),Yes (0.9909549999999999),Yes (0.19733),Yes (0.9789610000000001),No (0.03659),No (0.013702),Yes (0.445456),No (0.013702),Yes (0.93345),Yes (0.9992780000000001),Yes (0.938199),Yes (0.917381),Yes (0.999075),Yes (0.480542),Yes (0.973543),Yes (0.9984049999999999),No (0.017109),Yes (0.437634),Yes (0.999985),Yes (0.999473),Yes (1.0),Yes (0.762731),Yes (0.22169899999999998),Yes (0.9531629999999999),Yes (0.997584),Yes (0.5768810000000001)
kdcncc,Yes (0.520342),Yes (0.08330800000000001),Yes (0.353026),Yes (0.716462),No (0.003053),Yes (0.380127),Yes (0.13872400000000001),Yes (0.177015),Yes (0.370733),Yes (0.120779),No (0.003053),Yes (0.45641899999999996),No (0.034007),Yes (0.599577),Yes (0.923999),No (0.003053),No (0.040218000000000004),No (0.02093),No (0.012871),Yes (0.266352),Yes (0.180354),Yes (0.07096799999999999),Yes (0.24264899999999998),Yes (0.547663),Yes (0.619169),Yes (0.203226),Yes (0.5),No (0.046986),Yes (0.397187),Yes (0.221295),No (0.004438),Yes (0.279888),No (0.003865),No (0.003053),Yes (0.064635),No (0.003053),Yes (0.46203500000000003),Yes (0.219968),Yes (0.263792),No (0.048994),Yes (0.06408),Yes (0.246245),Yes (0.346104),Yes (0.8574930000000001),No (0.000857),No (0.027594),Yes (0.093703),Yes (0.530937),Yes (0.547823),Yes (0.219971),Yes (0.39511599999999997),Yes (0.353061),Yes (0.327538),No (0.020732)
kedgm9,Yes (0.958435),Yes (0.5247109999999999),No (0.0041329999999999995),No (0.049321),No (0.0),Yes (0.9967090000000001),No (2e-06),Yes (0.9525629999999999),Yes (0.59223),Yes (0.421709),No (0.0),No (2.2e-05),Yes (0.50667),Yes (1.0),Yes (0.9670489999999999),No (0.0),No (3.6e-05),Yes (1.0),No (1.6e-05),No (4e-06),Yes (1.0),Yes (0.26071700000000003),No (0.02451),Yes (1.0),Yes (0.572292),Yes (0.19456800000000002),Yes (0.213727),Yes (0.5),Yes (0.114855),No (0.04383),No (0.0),No (0.028198),No (0.0),No (0.0),Yes (1.0),No (0.0),Yes (0.141315),Yes (0.66522),Yes (0.760513),Yes (0.998441),Yes (0.969433),Yes (0.102475),No (0.046495999999999996),Yes (1.0),No (1e-06),No (0.0),Yes (0.39818400000000004),Yes (0.562361),Yes (0.084253),Yes (0.9979180000000001),Yes (0.255909),No (0.0021780000000000002),No (0.020856),No (0.0)
krh5f5,Yes (0.999944),Yes (0.099362),Yes (0.789007),Yes (0.883758),No (0.024562),Yes (0.9970469999999999),Yes (0.935351),Yes (0.990236),Yes (0.8316209999999999),Yes (0.820837),No (0.024562),Yes (0.8528),Yes (0.664127),Yes (0.953158),Yes (0.99946),No (0.024562),Yes (0.982792),Yes (0.991302),Yes (0.495982),Yes (0.714716),Yes (0.906058),Yes (0.991057),Yes (0.929752),Yes (0.9997209999999999),Yes (0.9895290000000001),Yes (0.868085),Yes (0.981741),Yes (0.97454),Yes (0.5),Yes (0.805571),No (0.001185),Yes (0.9949979999999999),Yes (0.463588),No (0.024562),Yes (0.368656),No (0.024562),Yes (0.979557),Yes (0.942334),Yes (0.49115299999999995),Yes (0.5465409999999999),Yes (0.930112),Yes (0.198778),Yes (0.9607559999999999),Yes (0.9819370000000001),Yes (0.394098),Yes (0.439061),Yes (0.990367),Yes (0.994647),Yes (0.976173),Yes (0.9897959999999999),Yes (0.19277),Yes (0.977407),Yes (0.9117280000000001),No (0.004253)
lms8m4,Yes (0.9999610000000001),Yes (0.977052),Yes (0.987964),Yes (0.999851),Yes (0.157028),Yes (0.999999),Yes (0.9817389999999999),Yes (1.0),Yes (0.9970549999999999),Yes (0.999597),Yes (0.157028),Yes (0.999859),Yes (1.0),Yes (0.9998030000000001),Yes (0.9935809999999999),Yes (0.157028),Yes (0.97608),Yes (1.0),Yes (0.993608),Yes (0.987607),Yes (0.99929),Yes (0.9999979999999999),Yes (0.9993629999999999),Yes (1.0),Yes (0.999976),Yes (0.999985),Yes (1.0),Yes (1.0),Yes (0.9985430000000001),Yes (0.5),Yes (0.663716),Yes (0.9995040000000001),Yes (0.836412),Yes (0.157028),Yes (0.9999979999999999),Yes (0.157028),Yes (0.999959),Yes (0.999994),Yes (0.981025),Yes (1.0),Yes (1.0),Yes (0.635379),Yes (0.9990120000000001),Yes (0.999999),Yes (0.855138),Yes (0.434827),Yes (1.0),Yes (0.999999),Yes (0.999999),Yes (0.999875),Yes (0.394388),Yes (0.9614729999999999),Yes (0.99995),Yes (0.5860529999999999)
lpnb79,Yes (0.799578),Yes (0.663818),Yes (0.920536),Yes (0.694905),Yes (0.43872),Yes (0.815583),Yes (0.948889),Yes (0.741323),Yes (0.798283),Yes (0.516976),Yes (0.43872),Yes (0.9580120000000001),Yes (0.7815840000000001),Yes (0.988556),Yes (0.933702),Yes (0.43872),Yes (0.757458),Yes (0.953735),Yes (0.982032),Yes (0.98824),Yes (0.9470139999999999),Yes (0.958134),Yes (0.906623),Yes (0.8776959999999999),Yes (0.996691),Yes (0.9938969999999999),Yes (0.818497),Yes (0.747833),Yes (0.722163),Yes (0.972892),Yes (0.5),Yes (0.943371),Yes (0.8383280000000001),Yes (0.43872),Yes (0.980353),Yes (0.43872),Yes (0.718513),Yes (0.999658),Yes (0.417401),Yes (0.909183),Yes (0.99254),Yes (0.860886),Yes (0.9999389999999999),Yes (0.910331),Yes (0.497277),Yes (0.95294),Yes (0.997675),Yes (0.796704),Yes (0.968622),Yes (0.8466440000000001),Yes (0.172528),Yes (0.8196110000000001),Yes (0.7874939999999999),Yes (0.9219959999999999)
mjpg95,Yes (0.962514),Yes (0.564484),Yes (0.9925959999999999),Yes (0.997425),Yes (0.125054),Yes (0.999927),Yes (0.958802),Yes (0.998944),Yes (0.343524),Yes (0.796261),Yes (0.125054),Yes (0.950391),Yes (0.99079),Yes (0.999923),Yes (0.9922350000000001),Yes (0.125054),Yes (0.957599),Yes (0.995132),Yes (0.851727),Yes (0.996074),Yes (0.99956),Yes (0.9939620000000001),Yes (0.966468),Yes (0.9967370000000001),Yes (0.9906739999999999),Yes (0.978719),Yes (0.9999129999999999),Yes (0.9943120000000001),Yes (0.9808129999999999),Yes (0.9726540000000001),No (0.004122),Yes (0.5),Yes (0.121959),Yes (0.125054),Yes (0.9995229999999999),Yes (0.125054),Yes (0.944192),Yes (0.958475),Yes (0.9297030000000001),Yes (0.9457770000000001),Yes (0.995339),Yes (0.060582000000000004),Yes (0.9850610000000001),Yes (0.9801860000000001),Yes (0.732843),Yes (0.951125),Yes (0.989591),Yes (0.993165),Yes (0.9965639999999999),Yes (0.999818),Yes (0.9150510000000001),Yes (0.9627180000000001),Yes (0.950126),Yes (0.445092)
mmg9n6,Yes (0.9993479999999999),Yes (0.9415899999999999),Yes (0.9985149999999999),Yes (0.995907),Yes (0.8746209999999999),Yes (0.9979870000000001),Yes (0.881763),Yes (0.8411379999999999),Yes (0.994627),Yes (0.9516709999999999),Yes (0.8746209999999999),Yes (0.9926149999999999),Yes (0.869411),Yes (0.999965),Yes (0.9783059999999999),Yes (0.8746209999999999),Yes (0.9421799999999999),Yes (0.808602),Yes (0.9627540000000001),Yes (0.993489),Yes (0.979613),Yes (0.74998),Yes (0.976641),Yes (0.999391),Yes (0.999209),Yes (0.9862700000000001),Yes (0.9999459999999999),Yes (0.457905),Yes (0.9924120000000001),Yes (0.968245),Yes (0.28824099999999997),Yes (0.969607),Yes (0.5),Yes (0.8746209999999999),Yes (0.985051),Yes (0.8746209999999999),Yes (0.9810200000000001),Yes (0.9811709999999999),Yes (0.993776),Yes (0.9910950000000001),Yes (0.999358),Yes (0.9784639999999999),Yes (0.999785),Yes (0.9999469999999999),Yes (0.9906159999999999),Yes (0.993506),Yes (0.93704),Yes (0.9990620000000001),Yes (0.995448),Yes (0.9558549999999999),Yes (0.95844),Yes (0.9962629999999999),Yes (0.96888),Yes (0.971203)
mtf7w2,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
mwwcn6,Yes (0.9768709999999999),Yes (0.605967),No (7.000000000000001e-06),No (9.1e-05),No (0.0),Yes (0.9975440000000001),Yes (0.080057),Yes (0.340125),Yes (0.7521220000000001),Yes (0.999919),No (0.0),No (0.020605000000000002),Yes (0.344582),Yes (0.395471),Yes (0.37751799999999996),No (0.0),No (1.1e-05),Yes (0.805516),No (0.0),No (5.9e-05),Yes (0.9999969999999999),No (0.022736000000000003),No (0.000346),Yes (0.5503439999999999),Yes (0.8035770000000001),No (0.001684),No (0.0023899999999999998),Yes (1.0),No (0.000234),No (7e-05),No (0.0),No (0.017431),No (0.0),No (0.0),Yes (0.5),No (0.0),Yes (0.18114),Yes (0.780868),Yes (0.91691),Yes (0.335565),No (0.000651),No (0.016413999999999998),No (0.0020829999999999998),Yes (0.8925120000000001),No (0.0),No (0.0),Yes (0.17041099999999998),Yes (0.165722),Yes (0.24055900000000002),Yes (0.320484),Yes (0.39510100000000004),No (3e-06),Yes (0.363931),No (0.0)
ngtp8b,Yes (0.998668),Yes (1.0),Yes (0.975118),Yes (0.893547),Yes (0.5),Yes (0.999914),Yes (0.88051),Yes (0.999489),Yes (1.0),Yes (1.0),Yes (0.5),Yes (0.980289),Yes (0.998308),Yes (0.999965),Yes (0.8991899999999999),Yes (0.5),Yes (0.8278840000000001),Yes (0.999994),Yes (0.7349399999999999),Yes (0.9746469999999999),Yes (0.421946),Yes (0.9021370000000001),Yes (0.9792379999999999),Yes (0.999986),Yes (0.9981760000000001),Yes (0.346648),Yes (0.9918530000000001),Yes (0.9998959999999999),Yes (0.981966),Yes (0.776574),Yes (0.798787),Yes (0.6616810000000001),Yes (0.388511),Yes (0.5),Yes (1.0),Yes (0.5),Yes (0.9916),Yes (0.999664),Yes (1.0),Yes (0.999977),Yes (0.998944),Yes (1.0),Yes (0.17305),Yes (0.9999790000000001),Yes (0.198354),Yes (0.7102649999999999),Yes (0.9879680000000001),Yes (0.929423),Yes (0.9935219999999999),Yes (0.9501940000000001),Yes (1.0),Yes (0.17543599999999998),Yes (0.9978959999999999),Yes (0.9494440000000001)
nhm2p3,Yes (0.9989549999999999),Yes (0.993956),Yes (1.0),Yes (0.9999979999999999),Yes (0.883287),Yes (0.999999),Yes (0.998964),Yes (0.99992),Yes (0.855333),Yes (0.999724),Yes (0.883287),Yes (0.999922),Yes (1.0),Yes (1.0),Yes (0.99998),Yes (0.883287),Yes (0.999994),Yes (0.9999520000000001),Yes (0.991648),Yes (1.0),Yes (0.999993),Yes (0.999999),Yes (0.985507),Yes (0.999999),Yes (0.984332),Yes (1.0),Yes (1.0),Yes (0.999959),Yes (0.9999979999999999),Yes (0.999999),Yes (0.940516),Yes (0.9999979999999999),Yes (0.847548),Yes (0.883287),Yes (1.0),Yes (0.883287),Yes (0.5),Yes (1.0),Yes (0.9970709999999999),Yes (1.0),Yes (0.999999),Yes (0.998659),Yes (0.9999979999999999),Yes (0.998934),Yes (0.9747540000000001),Yes (0.865977),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.9755889999999999),Yes (0.999267),Yes (0.758826),Yes (0.9746020000000001)
njd5zf,Yes (1.0),No (0.0073030000000000005),No (0.0),No (0.000368),No (0.0),Yes (0.44284799999999996),No (5.1e-05),Yes (1.0),No (0.046038),No (0.049632),No (0.0),No (0.00047599999999999997),Yes (0.05507000000000001),Yes (0.974131),Yes (1.0),No (0.0),No (0.000391),No (0.0),No (0.0),No (0.0),Yes (0.45362600000000003),No (0.003793),No (0.0007019999999999999),Yes (0.933616),Yes (1.0),No (0.0),No (0.007084999999999999),Yes (0.46356400000000003),No (2.8999999999999997e-05),No (0.0),No (0.0),No (0.021695),No (0.0),No (0.0),No (0.008303),No (0.0),Yes (1.0),Yes (0.5),No (0.000924),Yes (0.225782),No (0.006470999999999999),No (7.8e-05),No (5e-05),Yes (1.0),No (0.0),No (0.0),No (4.2e-05),No (0.038686),No (0.001438),Yes (0.40052600000000005),No (0.004471),No (0.000344),Yes (1.0),No (0.0)
nm8c7,Yes (1.0),Yes (0.365264),Yes (0.072118),Yes (0.22587600000000002),No (0.0),Yes (0.985842),Yes (0.8706229999999999),Yes (0.999999),Yes (0.958628),Yes (0.996834),No (0.0),Yes (0.996936),Yes (0.889117),Yes (0.9998319999999999),Yes (1.0),No (0.0),Yes (0.531119),Yes (1.0),No (9.6e-05),No (0.00023700000000000001),Yes (0.998654),Yes (0.39558499999999996),Yes (0.826801),Yes (1.0),Yes (1.0),Yes (0.8351139999999999),No (0.037833),Yes (0.9999629999999999),Yes (0.46326300000000004),Yes (0.971216),No (0.001261),Yes (0.26608899999999996),No (0.006089),No (0.0),Yes (0.524891),No (0.0),Yes (1.0),Yes (0.9973860000000001),Yes (0.5),Yes (0.999547),Yes (0.938104),Yes (0.475287),Yes (0.513238),Yes (1.0),No (3e-06),No (0.034516000000000005),Yes (0.508406),Yes (0.9886940000000001),Yes (0.830491),Yes (0.9998239999999999),Yes (0.36689499999999997),Yes (0.14389000000000002),Yes (1.0),No (0.000182)
oro26b,No (0.016622),No (0.002218),No (0.003232),No (8e-06),No (0.0),No (0.043207),No (0.0),Yes (0.159669),No (0.0),No (0.010454000000000001),No (0.0),No (0.001301),Yes (0.518662),Yes (1.0),No (0.0009570000000000001),No (0.0),No (1e-06),Yes (1.0),No (0.0),No (0.000414),Yes (1.0),No (0.00010400000000000001),No (0.0),No (0.005176),No (0.032606),No (0.000171),No (0.000172),Yes (0.703835),No (4e-06),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.061822),No (0.0),No (0.016674),Yes (0.08137799999999999),No (0.03871),Yes (0.5),No (0.023193000000000002),No (0.0),No (0.00010700000000000001),No (0.002509),No (0.0),No (0.0),No (0.014428999999999999),No (0.002348),No (0.00105),Yes (0.358656),Yes (0.082432),No (0.0),Yes (0.070681),No (0.0)
pecxc9,Yes (0.307595),Yes (0.9560559999999999),Yes (0.11218399999999999),Yes (0.259685),No (0.0),Yes (0.9705809999999999),No (0.0),Yes (0.9803709999999999),No (9e-06),Yes (0.974634),No (0.0),No (0.017115000000000002),Yes (0.983143),Yes (1.0),Yes (0.773834),No (0.0),No (0.0014960000000000002),Yes (1.0),No (0.00035800000000000003),Yes (0.056822000000000004),Yes (0.999999),Yes (0.83321),Yes (0.061167),Yes (0.748821),Yes (0.41509300000000005),Yes (0.880601),Yes (0.977403),Yes (0.9947020000000001),No (0.026128),No (0.0),No (0.0),Yes (0.086391),No (7.000000000000001e-06),No (0.0),Yes (0.9999959999999999),No (0.0),Yes (0.762091),Yes (0.5365489999999999),Yes (0.983936),Yes (0.999999),Yes (0.5),No (0.0),Yes (0.37361),Yes (0.931351),No (1e-05),No (0.0),Yes (0.50613),Yes (0.880867),Yes (0.180492),Yes (1.0),Yes (0.976144),No (0.04372),Yes (0.687976),No (0.0)
pt7td,Yes (0.984144),Yes (1.0),Yes (0.996976),Yes (0.970512),Yes (0.40220300000000003),Yes (0.98262),Yes (0.723816),Yes (1.0),Yes (0.7272270000000001),Yes (1.0),Yes (0.40220300000000003),Yes (0.883299),Yes (1.0),Yes (1.0),Yes (0.932218),Yes (0.40220300000000003),Yes (0.9999870000000001),Yes (1.0),Yes (0.9961709999999999),Yes (0.999684),Yes (1.0),Yes (1.0),Yes (0.911373),Yes (0.073584),No (0.0021219999999999998),Yes (0.9999969999999999),Yes (0.9999879999999999),Yes (1.0),Yes (0.90184),No (0.048612),Yes (0.868806),Yes (0.7964720000000001),Yes (0.406715),Yes (0.40220300000000003),Yes (1.0),Yes (0.40220300000000003),Yes (0.79308),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.5),Yes (0.999966),Yes (0.997917),Yes (0.971475),Yes (0.998505),Yes (1.0),Yes (1.0),Yes (0.999762),Yes (1.0),Yes (1.0),Yes (0.9615959999999999),Yes (0.9991770000000001),Yes (0.332027)
rrg3md,Yes (0.9960469999999999),Yes (0.8740690000000001),Yes (0.9113680000000001),Yes (0.9909030000000001),Yes (0.093194),Yes (0.9999020000000001),Yes (0.9797969999999999),Yes (0.999236),Yes (0.9851620000000001),Yes (0.686893),Yes (0.093194),Yes (0.9874120000000001),Yes (0.9980700000000001),Yes (0.915494),Yes (0.999467),Yes (0.093194),Yes (0.9116360000000001),Yes (0.9979819999999999),Yes (0.726039),Yes (0.985759),Yes (0.47274499999999997),Yes (0.968558),Yes (0.997871),Yes (0.9999950000000001),Yes (0.836759),Yes (0.942321),Yes (0.999977),Yes (0.9993350000000001),Yes (0.9998959999999999),Yes (0.9622700000000001),No (0.040915),Yes (0.946326),Yes (0.19657),Yes (0.093194),Yes (0.9743569999999999),Yes (0.093194),Yes (0.986308),Yes (0.973833),Yes (0.7599560000000001),Yes (0.999353),Yes (0.9999950000000001),Yes (0.9028719999999999),Yes (0.5),Yes (0.9447620000000001),Yes (0.215571),Yes (0.5576409999999999),Yes (0.997872),Yes (0.9996010000000001),Yes (0.999136),Yes (0.9425129999999999),Yes (0.953715),Yes (0.966435),Yes (0.9969120000000001),Yes (0.9224399999999999)
sanfz9,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
sbpc42,Yes (0.789032),Yes (0.95088),Yes (0.748003),Yes (0.644563),Yes (0.507756),Yes (0.32913200000000004),Yes (0.960957),Yes (0.679686),Yes (0.29842399999999997),Yes (0.586617),Yes (0.507756),Yes (0.9441129999999999),Yes (0.792212),Yes (0.7634770000000001),Yes (0.861567),Yes (0.507756),Yes (0.952699),Yes (0.389445),Yes (0.516269),Yes (0.762415),Yes (0.9876719999999999),Yes (0.862712),Yes (0.812203),Yes (0.685901),Yes (0.905875),Yes (0.980152),Yes (0.298186),Yes (0.5486840000000001),Yes (0.503296),Yes (0.8329200000000001),Yes (0.787621),Yes (0.974801),Yes (0.6423840000000001),Yes (0.507756),Yes (0.46007200000000004),Yes (0.507756),Yes (0.5855319999999999),Yes (0.965952),Yes (0.534196),Yes (0.5338189999999999),Yes (0.857461),Yes (0.082522),Yes (0.901964),Yes (0.944184),Yes (0.5),Yes (0.699592),Yes (0.8643489999999999),Yes (0.9345190000000001),Yes (0.8730559999999999),Yes (0.956881),Yes (0.375408),Yes (0.758015),Yes (0.44371099999999997),Yes (0.19658399999999998)
smdvw5,Yes (0.999969),Yes (0.394164),Yes (0.9891700000000001),Yes (0.9928540000000001),Yes (0.092779),Yes (0.999974),Yes (0.999014),Yes (0.999757),Yes (0.9965),Yes (0.9959049999999999),Yes (0.092779),Yes (0.999984),Yes (0.9992850000000001),Yes (0.999933),Yes (0.999776),Yes (0.092779),Yes (0.9949040000000001),Yes (0.99741),Yes (0.969842),Yes (0.676066),Yes (0.997293),Yes (0.9870559999999999),Yes (0.914524),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.729581),Yes (0.9023909999999999),Yes (0.999418),Yes (0.9998100000000001),Yes (0.769474),Yes (0.996031),Yes (0.660116),Yes (0.092779),Yes (0.537678),Yes (0.092779),Yes (0.9999950000000001),Yes (1.0),Yes (0.642243),Yes (0.290171),Yes (0.9998319999999999),Yes (0.941514),Yes (0.997283),Yes (0.9969379999999999),Yes (0.396221),Yes (0.5),Yes (1.0),Yes (0.993358),Yes (0.9999370000000001),Yes (0.9111100000000001),No (0.008764),Yes (0.998742),Yes (1.0),Yes (0.677996)
tah5z2,Yes (0.9999899999999999),Yes (0.891167),Yes (0.420833),Yes (0.914919),No (6.7e-05),Yes (0.997798),Yes (0.757947),Yes (1.0),Yes (0.9552780000000001),Yes (0.690524),No (6.7e-05),Yes (0.999851),Yes (0.9999540000000001),Yes (0.820858),Yes (1.0),No (6.7e-05),Yes (0.48201099999999997),Yes (1.0),No (2e-05),No (0.001182),Yes (0.765576),Yes (0.756055),Yes (0.999936),Yes (1.0),Yes (1.0),Yes (0.9325680000000001),Yes (0.8344360000000001),Yes (0.999841),Yes (0.894919),Yes (0.390947),No (8e-06),Yes (0.7897569999999999),Yes (0.257164),No (6.7e-05),No (0.014018000000000001),No (6.7e-05),Yes (1.0),Yes (0.912911),Yes (0.594386),Yes (0.998627),Yes (0.703383),Yes (0.5068199999999999),Yes (0.7469439999999999),Yes (1.0),No (0.004475),No (0.003677),Yes (0.5),Yes (0.99992),Yes (0.800999),Yes (0.9996520000000001),Yes (0.746247),Yes (0.87041),Yes (1.0),No (0.000732)
