,ajb9b3,ajdqnf,amsh7c,bay6g7,cjdk88,ctkbn4,dlokv6,dsdxd8,dtqb7d,elnfhc,habc8,hemmb2,hmnhx4,hnldm2,jac345,jahq76,jdf5g4,jfk535,jhgn9c,jkn7fc,jlgwxc,jlkm94,jmd5h8,jrrgxf,kab5zb,kah89f,kdcncc,kedgm9,krh5f5,lms8m4,lpnb79,mjpg95,mmg9n6,mtf7w2,mwwcn6,ngtp8b,nhm2p3,njd5zf,nm8c7,oro26b,pecxc9,pt7td,rrg3md,sanfz9,sbpc42,smdvw5,tah5z2,tcdzb7,tjdpzd,tlgdq9,vvmmvd,wahbf,wgocnc,zws2p8
habc8,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
hemmb2,-0.7185827640945148,-0.2148438206781704,-0.665208844275388,-0.752933591380352,0.0001,-0.6655093980150778,-0.4683270966941555,-0.7710464436237366,-0.39661338477383146,-0.24762599356879508,0.0001,0.99999,-0.705648592855063,-0.7307525108737462,-0.7461098403527237,0.0001,-0.6768765338880243,-0.673170191530061,-0.5291618996616045,-0.5994697244731605,-0.49848889587776757,-0.7698942109053393,-0.7369456448643479,-0.625165148521651,-0.6020113247463403,-0.6218787412779407,-0.7452580966606369,-0.7370702100710381,-0.5569261957486856,-0.44254346691739704,-0.4328221419770449,-0.7134669112663152,-0.5004775739211209,0.0001,-0.7110571740521107,0.0001,-0.6781243924680614,-0.6998632260749874,-0.1763601310283444,-0.665850203192787,-0.7551549399105826,-0.3081050615861422,-0.634804596860386,-0.6508010333316459,-0.6700104880618899,-0.17357936353353282,-0.7179149689878895,-0.7677110263035244,-0.708619683406949,-0.7381861124794892,-0.31746299873389605,-0.7167518011178234,-0.6167017299415619,-0.29726849353373314
hmnhx4,-0.7287034088710085,-0.17334975713413142,-0.47270354228036343,-0.6812649105299777,0.0001,-0.7753550773985682,-0.5274272608809812,-0.5504332168682781,-0.43211737561565594,-0.19211652645574753,0.0001,-0.705648592855063,0.99999,-0.5997385261066961,-0.7856295551782033,0.0001,-0.5558319344507244,-0.6854074741799869,-0.5536471787476878,-0.5268456248542212,-0.4401458296064951,-0.7234487407550969,-0.6188044971588093,-0.6885369121496487,-0.7981936538495504,-0.646941353495474,-0.7255755136350884,-0.6614613784398323,-0.6205432663178518,-0.442578017186321,-0.4397710401042873,-0.6989536846093006,-0.36759489417225627,0.0001,-0.6505706860591746,0.0001,-0.5684214187402776,-0.6013953764370135,-0.15854835862339578,-0.5844165350518188,-0.7560293986292383,-0.3108287171854428,-0.6428615219453022,-0.7877297791604092,-0.6771765406467078,-0.17329444219795703,-0.7171772517162024,-0.6734041826199646,-0.7118592611000273,-0.617432668770365,-0.2803972575030096,-0.6898917415908079,-0.7117771167332394,-0.24431562983540706
hnldm2,-0.8358039731160518,-0.2841044281998203,-0.5158898255016365,-0.7964509906963395,0.0001,-0.8565840013255646,-0.618199013784857,-0.7739738959268353,-0.6082565066482262,-0.33622244713259053,0.0001,-0.7307525108737462,-0.5997385261066961,0.99999,-0.841286473075713,0.0001,-0.5870250494888062,-0.856455319982993,-0.3972996307631564,-0.5775155155093321,-0.6222477207889733,-0.773477010734106,-0.7350345940713499,-0.8167927478086332,-0.79722312051068,-0.5917324976308614,-0.8253722594040914,-0.8541304484042708,-0.473279012582969,-0.21444522998221735,-0.4925552370051403,-0.7043561553165861,-0.4938522272636468,0.0001,-0.8127724180973862,0.0001,-0.8422717494890708,-0.2545209042330781,-0.2721313607915526,-0.8421092225778486,-0.7415489689593097,-0.45727284623870135,-0.35522255912393524,-0.8360622737591565,-0.6127157330012194,0.0018589414254349204,-0.7319220538642176,-0.749641226051747,-0.7861200159883889,-0.6963038146576077,-0.41606465885153465,-0.7015015671922599,-0.8162147629430733,-0.11937468167416079
jac345,-0.7012440665260121,-0.22156099620915917,-0.7127427889736327,-0.7859282943398176,0.0001,-0.6747811732077678,-0.5148034849365773,-0.7344976581413842,-0.29957879696989664,-0.2874374240399497,0.0001,-0.7461098403527237,-0.7856295551782032,-0.841286473075713,0.99999,0.0001,-0.6552843382690432,-0.7620964630600133,-0.6402291207124484,-0.6712477318969926,-0.4988104376498737,-0.7929445068516483,-0.6681257758405643,-0.5800503753034331,-0.6255387777681648,-0.5063615788554978,-0.8041836204063468,-0.7813188288579036,-0.6051802246170076,-0.5406975393398464,-0.44905209621458514,-0.7238819591987464,-0.43814672782966474,0.0001,-0.7488638806046679,0.0001,-0.7293823647202461,-0.7851797284646079,-0.2273763024882104,-0.783288432900112,-0.6795390616314906,-0.10728492369114286,-0.5366290673781747,-0.6435591410169613,-0.5992235186309486,-0.24255728363809778,-0.7330823383472992,-0.573260237124114,-0.7501660740847088,-0.8310168719045274,-0.32064665776692725,-0.6800747891167451,-0.7360416346219413,-0.4058636406925504
jahq76,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
jdf5g4,-0.554451717794658,-0.09292067751030296,-0.622935042608396,-0.5740902088565071,0.0001,-0.621822483195703,-0.5603152361468774,-0.6498614814653403,-0.326629478354678,-0.1446168800842084,0.0001,-0.6768765338880243,-0.5558319344507244,-0.5870250494888063,-0.6552843382690433,0.0001,0.9999999999999999,-0.5583010345333708,-0.6219615509160362,-0.5689370265590808,-0.3229467181454516,-0.6701675157793585,-0.5966318753358224,-0.5867533884081084,-0.7208321478819736,-0.5602690299949382,-0.5810712658183863,-0.4717907040971248,-0.7199927289450914,-0.5588410539321097,-0.4807613857466249,-0.6189380410177886,-0.5364833768433098,0.0001,-0.510853739876578,0.0001,-0.4670538232718699,-0.5636865973838366,-0.12380819535626718,-0.6383403305318319,-0.5670318937241278,-0.24446608268039546,-0.6651306868707455,-0.7300837728528548,-0.645334368015876,-0.18739473330081644,-0.6589112499301409,-0.6959030753789341,-0.6728776050704044,-0.48734017150509457,-0.20570635711105764,-0.6029822514181554,-0.57155236170664,-0.33427069340422183
jfk535,-0.7839860457081459,-0.23635974825825778,-0.6660083501858406,-0.8081961254750432,0.0001,-0.7156629513281647,-0.4241546012545781,-0.6590753077867837,-0.6093174807715156,-0.325369809936004,0.0001,-0.6731701915300611,-0.6854074741799869,-0.856455319982993,-0.7620964630600134,0.0001,-0.5583010345333707,0.9999999999999999,-0.4631389297364919,-0.6428873799969911,-0.6258056754876701,-0.8062462415518608,-0.607494875379293,-0.8026138477427923,-0.6785187322828085,-0.45528883063882697,-0.8027244800039055,-0.8285200500660281,-0.6855275198551226,-0.5643282812564497,-0.3964932322030183,-0.69897252060239,-0.29045662607589867,0.0001,-0.8133279413038528,0.0001,-0.7435358452999973,-0.7449403953853018,-0.2505753590929724,-0.7282109055300396,-0.5183023877565756,-0.4582338425609346,-0.6670572079355099,-0.7276311461872891,-0.49775305533153985,-0.13430878621095663,-0.3706599148845319,-0.7595953196993743,-0.6665129896100286,-0.7972993876338447,-0.4153164895832274,-0.5656389350040394,-0.7099067152359169,-0.36815203609348585
jhgn9c,-0.5517361625017358,-0.11962645297347771,-0.6179511711230429,-0.5602958759262021,0.0001,-0.4557664421499842,-0.4947747207593983,-0.6457038993261274,-0.3085994612326047,-0.13780572990279558,0.0001,-0.5291618996616047,-0.5536471787476878,-0.3972996307631564,-0.6402291207124483,0.0001,-0.6219615509160361,-0.4631389297364919,0.99999,-0.45751226445692034,-0.2855525361182388,-0.4503912503662821,-0.6530015830264433,-0.5207569157017621,-0.6416967058050398,-0.5756541412138945,-0.52544661031236,-0.4828861375402724,-0.5491951185117344,-0.5793218514509153,-0.41703526410580477,-0.6076832091841552,-0.5741217262845374,0.0001,-0.4295420912200374,0.0001,-0.4603434668124381,-0.46068989203756566,-0.11522568697455093,-0.5645277328688646,-0.6192794021135172,-0.21272552277276385,-0.5371979982964389,-0.6880674154072309,-0.6116330988335149,-0.12420521716385592,-0.395889962043146,-0.6097488537886518,-0.593003922788179,-0.6643239670362717,0.021482879120396637,-0.6234551577043822,-0.5703138162102482,-0.2948365916687964
jkn7fc,-0.6108561708789283,-0.13236918288872435,-0.520494108171497,-0.48406032518268055,0.0001,-0.37198924137189604,-0.530385453898728,-0.700993803718349,-0.31283546594265665,-0.1374837143139646,0.0001,-0.5994697244731605,-0.5268456248542212,-0.5775155155093321,-0.6712477318969927,0.0001,-0.5689370265590808,-0.6428873799969911,-0.45751226445692034,0.99999,-0.22559398930082797,-0.5237526110056451,-0.6833173203001535,-0.5367765826207651,-0.7397437347605421,-0.47669570381794374,-0.5464962973973332,-0.21657772645157633,-0.6524368565141262,-0.6138034758585404,-0.5023848285525693,-0.5731226312028818,-0.6207595125524646,0.0001,-0.38568046636397774,0.0001,-0.5463850944059933,-0.7270171473646377,-0.03760485597297687,-0.5684150404945675,-0.6874548956654644,-0.22490261906155762,-0.6728203263215242,-0.6046008372331826,-0.5835429512174928,-0.24872863730197323,-0.5688763547395655,-0.6678452149765939,-0.5742555343777895,-0.5699216298190922,-0.19505830545690012,-0.6613699492257021,-0.708925012407798,-0.27815468978749275
jlgwxc,-0.587846250759996,-0.5721075084954411,-0.3780662460828389,-0.5696237571947887,0.0001,-0.610340021307045,-0.19155884229638295,-0.47768280155618353,-0.8520332336890435,-0.6663636846136182,0.0001,-0.49848889587776757,-0.440145829606495,-0.6222477207889734,-0.4988104376498737,0.0001,-0.3229467181454516,-0.6258056754876701,-0.2855525361182387,-0.22559398930082797,0.99999,-0.47855737875742066,-0.4312478166864815,-0.7028001679632667,-0.4003905982506107,-0.06495733134068206,-0.5814666008781675,-0.6147834253723146,-0.279281855921136,-0.25678445393296645,-0.22460124116993102,-0.3929963890141502,-0.25999550751489015,0.0001,-0.48521940183484774,0.0001,-0.6594669109284084,-0.4352994864097221,-0.570270272117785,-0.592578790122326,-0.3256980587635329,-0.7939488197016207,-0.34921079379266085,-0.5318353259480323,-0.1979206352168858,-0.017254975538832786,-0.3801693201867465,-0.4965135308157823,-0.40929554415178937,-0.5018847467148521,-0.758465338867801,-0.322167132344582,-0.4921291918632996,-0.18292111287019394
jlkm94,-0.8121701991129255,-0.22708173127865036,-0.7025526326612119,-0.7958561905708031,0.0001,-0.7551719868935597,-0.3738026419575531,-0.6561319217956029,-0.5093711174021903,-0.24265491127993327,0.0001,-0.7698942109053393,-0.7234487407550969,-0.7734770107341061,-0.7929445068516482,0.0001,-0.6701675157793585,-0.8062462415518606,-0.4503912503662821,-0.5237526110056451,-0.47855737875742066,0.99999,-0.7240474606268684,-0.7719085747029374,-0.665824940505517,-0.5178688353993204,-0.7734012398506482,-0.6494712385343983,-0.6729530695800886,-0.5755643537425043,-0.35323429156679603,-0.6948829565379737,-0.4751247706258995,0.0001,-0.5666977537329593,0.0001,-0.7466453456414734,-0.6268910585500977,-0.1963415794344949,-0.7541851002264129,-0.7129576669182273,-0.37237125422537976,-0.6048353121618524,-0.8347817876210454,-0.6455318445389371,-0.1323300610275222,-0.5437055619941658,-0.8033025292267834,-0.7539549230548905,-0.7814643922723156,-0.30984097777856295,-0.7226999918232342,-0.7077885218364941,-0.300772287186762
jmd5h8,-0.6813098480084778,-0.18550545096424237,-0.7283530254613619,-0.7080062174390623,0.0001,-0.7170573252063467,-0.6448951902016175,-0.5058846900708425,-0.40603965243765844,-0.21350928878712766,0.0001,-0.7369456448643479,-0.6188044971588093,-0.7350345940713499,-0.6681257758405644,0.0001,-0.5966318753358224,-0.607494875379293,-0.6530015830264433,-0.6833173203001536,-0.43124781668648154,-0.7240474606268683,0.9999999999999998,-0.6191351075295531,-0.7408752288923355,-0.6282538985660331,-0.6498184551841588,-0.619564977543535,-0.6881669101334013,-0.6305516961792631,-0.5077809476327555,-0.6980130501682842,-0.4042866906754699,0.0001,-0.6310790910433579,0.0001,-0.58761694862028,-0.5862364040384468,-0.14615889575870725,-0.6115298530552103,-0.6606413307384862,-0.29775528960839914,-0.6122286424626524,-0.6798700040062445,-0.6440014395604794,-0.24749126661345697,-0.7838057853027826,-0.7390921540155081,-0.7555322738025885,-0.4739524651735807,-0.253644086428341,-0.6969908553401658,-0.656772049520118,-0.4288301459441412
jrrgxf,-0.6984113686580063,-0.3442360850334311,-0.6060660390481325,-0.7789728462833923,0.0001,-0.44549977183506734,-0.39093591513307235,-0.6393270973414746,0.18336933864355007,-0.3996042426998089,0.0001,-0.625165148521651,-0.6885369121496487,-0.8167927478086332,-0.5800503753034331,0.0001,-0.5867533884081083,-0.8026138477427924,-0.5207569157017621,-0.536776582620765,-0.7028001679632667,-0.7719085747029374,-0.6191351075295531,0.99999,-0.2953399714730197,-0.49567555364852794,-0.774878683606048,-0.7616385619122307,-0.5062090649104999,-0.29642633734312046,-0.4198289158095952,-0.513355159800314,-0.3924465877379884,0.0001,-0.849206398002259,0.0001,-0.7659076139438878,-0.6821978744834097,-0.3301255447430613,-0.8339079595795613,-0.5852892224983042,0.17976641919818673,-0.6054686295078471,-0.3434085206376838,-0.5183634599914324,-0.30493277706130273,-0.6341559760029161,-0.6966402683392164,-0.6266281754702898,-0.6510819102833244,-0.4930654943669267,-0.5832049363069889,-0.7063897843558125,-0.23775837295446983
kab5zb,-0.668139973085094,-0.2034234488014799,-0.7842904054752665,-0.7459342750748196,0.0001,-0.5625902258701668,-0.3102316415457733,-0.8035487977908771,0.04591926046660467,-0.20866643441049634,0.0001,-0.6020113247463403,-0.7981936538495504,-0.79722312051068,-0.6255387777681648,0.0001,-0.7208321478819735,-0.6785187322828085,-0.6416967058050398,-0.739743734760542,-0.4003905982506107,-0.665824940505517,-0.7408752288923355,-0.2953399714730197,0.99999,-0.4756677113612807,-0.730547717703004,-0.6615217520861641,-0.7091254187212653,-0.5459567113296931,-0.3612969677583632,-0.671905154433899,-0.506995488617223,0.0001,-0.6674542561768773,0.0001,-0.5596298387188434,-0.8305644227807443,-0.18658770153785825,-0.6649819564914061,-0.7424515045378329,0.013459637228056315,-0.6733118028540571,-0.5346142485207864,-0.6799668277690664,-0.16671075543735442,-0.601752813264831,-0.7622984280556859,-0.7449357409359177,-0.8417564520582532,-0.30322647840200223,-0.7181983888595174,-0.5357693211027446,-0.3673773270655124
kah89f,-0.5233126689931913,-0.09189353283418318,-0.574931339377564,-0.4927552529687537,0.0001,-0.6131951908435941,-0.5359332276240825,-0.7184447093676891,-0.29817568947693057,-0.12674643186801884,0.0001,-0.6218787412779407,-0.646941353495474,-0.5917324976308613,-0.5063615788554979,0.0001,-0.5602690299949382,-0.455288830638827,-0.5756541412138945,-0.47669570381794374,-0.06495733134068206,-0.5178688353993204,-0.6282538985660331,-0.4956755536485279,-0.4756677113612807,0.99999,-0.5294956491554561,-0.5450749561766948,-0.6595469447507034,-0.6679004346193178,-0.49707131773161406,-0.5985417009645971,-0.5846243884552449,0.0001,-0.30424007591385466,0.0001,-0.4004068777379435,-0.6803462762467622,-0.06028840864211563,-0.5968399715980397,-0.7035647184346528,-0.21256111690309903,-0.6327012301214803,-0.5338147263776578,-0.4977255705953776,-0.35221437421671914,-0.5924125284813151,-0.5333788101478008,-0.5695958726568161,-0.3686776757609749,-0.18507882554762792,-0.6126767960188112,-0.6075649672388893,-0.5337588994837296
kdcncc,-0.7838814028812908,-0.26945961998585677,-0.6582685074934262,-0.7683982805357672,0.0001,-0.7846355304685926,-0.5551450335829768,-0.7290770881554518,-0.5683723734078635,-0.31120795967518494,0.0001,-0.7452580966606369,-0.7255755136350884,-0.8253722594040915,-0.8041836204063469,0.0001,-0.5810712658183863,-0.8027244800039056,-0.5254466103123598,-0.5464962973973331,-0.5814666008781676,-0.7734012398506482,-0.6498184551841588,-0.7748786836060478,-0.730547717703004,-0.5294956491554561,0.99999,-0.8183720803958133,-0.6036660764527965,-0.5663809124671341,-0.42659502461768145,-0.7025724977440837,-0.3969729755724597,0.0001,-0.7325288336272968,0.0001,-0.7807365284778667,-0.67725376253619,-0.24658290539444677,-0.7315522279232815,-0.5757812862287753,-0.4392367556411654,-0.6301827752291935,-0.8112289192158231,-0.5596896090826412,-0.1429646068687449,-0.6544307398995641,-0.7541653079068699,-0.6799478496021792,-0.769102261100764,-0.34012630730802357,-0.6954585587641715,-0.6922226634749339,-0.28519360272030947
